Cell,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Lndscp,Rgn,Time,Wthr,Wndspd,Grsl,Agri,Scrb,Wdl,Brn,Grdvg_ht,Grdvg_cov,Arth,Act_dstb,Psv_dstb,sel
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.526,1,0.842,0.139,0.861,0,0,0,0.058,0.161,0.944,1.789,1.263,1
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.353,0.941,1,0.176,0.824,0,0,0,0.139,0.262,0.721,1.471,1.647,1
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.294,1,1,0.235,0.735,0,0.029,0,0.106,0.235,0.625,1.471,1.824,1
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.375,1,1,0.146,0.802,0,0,0.052,0.038,0.109,0.958,1.75,1.625,1
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.75,1,1.313,0.188,0.813,0,0,0,0.189,0.197,0.883,1.75,1.063,1
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.4,0.867,1,0.433,0.567,0,0,0,0.132,0.423,0.67,1.933,1.4,1
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ratlam,MP,0.622,1,1.027,0.361,0.611,0.028,0,0,0.077,0.308,0.859,1.541,1.892,1
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.611,0.944,1.056,0.194,0.806,0,0,0,0.083,0.297,0.338,2.278,1.833,1
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.333,1,0.688,0.306,0.694,0,0,0,0.131,0.339,1.037,1.722,1.889,1
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.471,1,1.176,0.156,0.813,0,0.031,0,0.144,0.159,0.797,1.941,1.529,1
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.444,1,1.056,0.125,0.813,0,0.063,0,0.089,0.308,0.517,2.167,2.167,1
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.765,1,1,0.333,0.633,0,0,0.033,0.076,0.35,0.737,1.647,1.941,1
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.941,1,1.176,0.469,0.531,0,0,0,0.122,0.412,0.837,1.412,1.176,1
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.588,1,1.059,0.5,0.5,0,0,0,0.074,0.371,0.25,1.647,1.118,1
443,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0,1,0.875,0.563,0.438,0,0,0,0.157,0.55,0.688,2,0.625,1
444,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.462,0.769,1.077,0.385,0.615,0,0,0,0.081,0.338,0.288,1.692,1,1
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.375,1,1.25,0.313,0.625,0,0,0.063,0.132,0.316,0.683,2.188,1.063,1
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.667,1,1,0.294,0.676,0,0,0.029,0.061,0.289,0.597,1.333,2.111,1
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,Ratlam,MP,0.5,0.909,1.273,0.278,0.722,0,0,0,0.144,0.232,0.727,2,1.136,1
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.357,1,0.214,0.25,0.75,0,0,0,0.063,0.2,1.038,1.786,1.429,1
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.471,1,1.118,0.412,0.5,0.088,0,0,0.242,0.488,0.517,1.412,1.353,1
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.667,1,0.765,0.219,0.781,0,0,0,0.214,0.215,0.45,2.556,1.667,1
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.25,0.625,0.938,0.188,0.813,0,0,0,0.225,0.234,0.156,1.375,1.75,1
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.579,1,1,0.079,0.895,0,0,0.026,0.281,0.213,0.221,1.842,1.737,1
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.313,0.75,0.875,0.2,0.8,0,0,0,0.169,0.241,0.45,2.188,1.625,1
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.706,1,1,0.382,0.588,0,0,0.029,0.075,0.374,1.1,1.588,1.706,1
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.647,1,1.059,0.588,0.412,0,0,0,0.113,0.582,0.469,2.294,2,1
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.611,1,1.056,0.694,0.278,0,0,0.028,0.131,0.536,0.583,1.556,1.333,1
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.765,1,1,0.284,0.578,0.059,0.02,0.059,0.121,0.356,0.406,1.941,2.412,1
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Ratlam,MP,0.7,1,1,0.133,0.783,0.042,0.042,0,0.115,0.215,0.528,2.1,2.45,1
469,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.2,0.6,1,0.433,0.567,0,0,0,0.133,0.46,0.917,1.933,2.6,1
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.294,1,1,0.294,0.706,0,0,0,0.053,0.303,0.909,1.824,2.471,1
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.375,0.875,1.125,0.625,0.375,0,0,0,0.127,0.525,0.865,1.938,1.375,1
477,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.4,1,0.8,0.35,0.6,0.05,0,0,0.133,0.31,0.93,2.6,1.5,1
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.611,1,1.056,0.028,0.861,0.056,0,0.056,0.26,0.206,0.271,1.556,2.222,1
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.267,0.467,0.2,0.233,0.7,0,0.067,0,0.047,0.21,0.139,1.467,1.8,1
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.474,0.947,1.316,0.158,0.842,0,0,0,0.189,0.274,0.684,2.263,1.947,1
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0,0.533,1,0.071,0.929,0,0,0,0.202,0.257,0.417,2.533,2.733,1
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.313,0.938,0.938,0.167,0.833,0,0,0,0.081,0.109,0.375,2.813,1.813,1
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.625,0.813,0.938,0.067,0.933,0,0,0,0.2,0.138,0.357,2.938,1.938,1
489,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,1,0.6,1,0.056,0.944,0,0,0,0.208,0.195,0.45,2.2,2.3,1
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.813,0.813,0.875,0.067,0.933,0,0,0,0.207,0.269,0.93,1.375,1.25,1
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.867,1,1,0.208,0.792,0,0,0,0.215,0.19,0.25,3,2.267,1
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.176,0.941,1.353,0.029,0.912,0,0,0.059,0.282,0.188,0.333,1.647,1.647,1
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.286,1,1.071,0.188,0.729,0.021,0.063,0,0.371,0.246,0.792,1.5,1.857,1
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.824,1,1.438,0.074,0.75,0.162,0.015,0,0.164,0.165,0.338,1.824,1.706,1
496,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.833,1,1,0,1,0,0,0,0.125,0.083,0.45,1.5,2.167,1
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.813,1,1.063,0.033,0.822,0,0.122,0.022,0.022,0.022,0.625,1.438,1.75,1
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.5,1,1,0.137,0.755,0.049,0.059,0,0.214,0.294,0.93,1.944,1.167,1
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.684,1,1.105,0.132,0.868,0,0,0,0.165,0.153,0.25,2.263,1.947,1
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.313,1,1,0.167,0.689,0.022,0.089,0.033,0.025,0.088,0.297,1.188,1.75,1
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.235,1,1,0,0.929,0,0.071,0,0.141,0.141,0.382,1.588,1.765,1
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.789,0.947,1,0.395,0.605,0,0,0,0.388,0.203,0.724,1.526,2.053,1
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.375,0.438,1,0.031,0.969,0,0,0,0.273,0.244,0.375,1.75,2,1
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.471,1,0.882,0.063,0.875,0.063,0,0,0.275,0.168,0.235,2.412,2.118,1
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0,1,1,0.125,0.875,0,0,0,0.203,0.244,0.391,2.688,2.313,1
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.412,0.941,1,0.324,0.647,0,0.029,0,0.215,0.103,0.897,1.824,2,1
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Ratlam,MP,0.161,0.774,1.033,0.242,0.71,0.016,0,0.032,0.13,0.234,0.54,1.774,2.129,1
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.647,1,1,0,1,0,0,0,0.182,0.212,0.721,2.412,2.941,1
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.313,1,1,0,1,0,0,0,0.119,0.144,0.617,2.25,1.938,1
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.6,1,1.133,0.405,0.512,0.024,0.06,0,0.429,0.283,1.173,2.267,2.467,1
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0,1,1,0.2,0.8,0,0,0,0.219,0.244,0.571,1.313,2.125,1
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.313,1,1,0.146,0.615,0.063,0.146,0.031,0.48,0.388,1.25,1.438,1.813,1
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.533,1,1,0,0.967,0.033,0,0,0.09,0.14,0.45,1.8,2,1
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.706,0.882,1,0.094,0.906,0,0,0,0.182,0.182,0.5,2.059,2.353,1
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.688,1,1,0.531,0.469,0,0,0,0.407,0.194,1.094,1.313,1.875,1
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.611,1,0.938,0,1,0,0,0,0.15,0.081,0.515,1.889,1.778,1
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.267,1,0.6,0.189,0.756,0.056,0,0,0.1,0.187,0.393,1.533,1.933,1
1034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.688,0.938,0.6,0.188,0.75,0,0.063,0,0.102,0.156,0.25,1.438,1.813,1
1037,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratlam,MP,0.727,1,1,0.545,0.136,0.136,0.182,0,0.233,0.486,0.909,0.909,0.455,1
1038,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,Ratlam,MP,0.565,1,0.783,0.543,0.304,0.065,0.087,0,0.291,0.535,0.925,1.217,0.696,1
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.529,0.313,0.882,0,1,0,0,0,0.358,0.065,0.121,2,1.176,1
1062,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.625,0.375,1,0.063,0.813,0.125,0,0,0.203,0.113,0.225,1.25,1.375,1
1065,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.714,1,1.429,0,1,0,0,0,0,0,0.307,0.714,1,1
1066,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.875,1,1,0,1,0,0,0,0.116,0.05,0.156,2.25,1.75,1
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.615,0.308,0.692,0,1,0,0,0,0.131,0.046,0.054,2.077,1,1
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.895,0.947,0.947,0.395,0.553,0.026,0,0.026,0.174,0.284,0.334,1.105,0.737,1
1086,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.75,1,0.875,0,1,0,0,0,0,0,0.119,1.75,0.875,1
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.571,1,1,0.321,0.679,0,0,0,0.183,0.3,0.286,1.429,1.071,1
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.786,0,1,0,1,0,0,0,0.111,0.046,0.168,0.929,0.429,1
1099,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.9,1,0.7,0.3,0.7,0,0,0,0.197,0.335,0.306,0.9,0.7,1
1101,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0.5,1,1.143,0.125,0.5,0.125,0.188,0.063,0.069,0.038,0.019,1.25,1.125,1
1106,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollapadu,Dcn,0,0,1,0,1,0,0,0,0,0,0.179,1,0.857,1
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.476,1,1,0.119,0.714,0.119,0,0.048,0.148,0.271,0.122,1.333,1.286,1
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.8,1,0.933,0.256,0.589,0.156,0,0,0.115,0.323,0.1,1.533,1.4,1
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.643,1,1,0.333,0.44,0.155,0.071,0,0.174,0.536,0.377,2.214,1.643,1
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.8,1,1,0,0.522,0.322,0.122,0.033,0.344,0.467,0.293,1.8,1.667,1
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.733,1,1,0.389,0.456,0.111,0.044,0,0.147,0.517,0.205,2.333,1.8,1
70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.846,1,0.846,0.038,0.808,0.115,0.038,0,0.202,0.154,0.05,1.308,2,1
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.6,0.867,0.933,0.139,0.528,0.15,0.183,0,0.14,0.123,0.175,1.667,1.6,1
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.444,1,1,0,0.861,0.139,0,0,0.161,0.233,0.3,1.833,1.556,1
74,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.4,0.9,1.3,0.267,0.467,0.133,0.133,0,0.237,0.405,0.361,1.9,1.4,1
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,0.6,1.2,0.056,0.856,0.022,0.033,0.033,0.175,0.243,0.044,1.733,1.667,1
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.533,0.733,1.333,0.078,0.811,0.111,0,0,0.226,0.307,0.063,1.8,2.067,1
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,0.867,1.533,0.133,0.678,0.122,0.044,0.022,0.117,0.227,0.127,1.6,1.267,1
86,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.818,1,1.091,0.167,0.621,0.212,0,0,0.128,0.241,0.345,1.636,1.455,1
87,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.375,1,1.5,0.188,0.813,0,0,0,0.118,0.238,0.1,2,1.5,1
88,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.6,1,1.4,0,0.667,0.167,0.083,0.083,0.228,0.115,0.208,2,1.7,1
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.5,1,1.563,0.063,0.844,0.031,0.063,0,0.243,0.294,0.122,1.813,2.375,1
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.6,1,1.267,0.1,0.767,0.1,0.033,0,0.188,0.267,0.036,1.933,2.067,1
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,1,0.938,0.563,0.161,0.432,0.161,0.245,0,0.324,0.394,0.353,1.313,2.5,1
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.762,1,0.524,0,0.492,0.302,0.206,0,0.687,0.517,0.217,0.619,1,1
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.533,1,1.2,0.233,0.7,0.067,0,0,0.167,0.343,0.256,1.867,1.333,1
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.529,0.941,1.235,0.049,0.559,0.294,0.069,0.029,0.262,0.594,0.212,1.765,1.647,1
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,1,1.5,0.529,0.353,0.088,0,0.029,0.119,0.517,0.339,1.944,1.889,1
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.611,1,1.278,0.472,0.389,0.028,0.111,0,0.136,0.528,0.281,1.333,1.889,1
99,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,1,1,1,0.438,0.438,0.125,0,0,0.088,0.394,0.31,1.875,1.625,1
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.55,0.35,0.8,0.092,0.6,0.25,0.058,0,0.571,0.493,0.16,0.9,0.85,1
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.765,1,1,0.132,0.691,0.162,0,0.015,0.212,0.426,0.176,1.765,1.118,1
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.333,1,1.556,0.241,0.407,0.176,0.111,0.065,0.252,0.356,0.21,1.722,1.778,1
104,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.692,0.923,1.538,0.288,0.481,0.212,0.019,0,0.135,0.488,0.35,1.769,1.615,1
105,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.438,1,1.813,0.24,0.552,0.083,0.063,0.063,0.163,0.431,0.383,2.063,1.313,1
