Cell,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Lndscp,Rgn,Time,Wthr,Wndspd,Grsl,Agri,Scrb,Wdl,Brn,Grdvg_ht,Grdvg_cov,Arth,Act_dstb,Psv_dstb,sel
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.533,1,1.067,0.139,0.539,0.272,0.05,0,0.143,0.223,0.064,1.133,1.267,1
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Saurashtra,Guj,0.8,1,0.84,0.053,0.673,0.16,0.113,0,0.309,0.288,0.108,1.6,1.16,1
id 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.688,0.938,0.938,0.188,0.688,0.125,0,0,0.148,0.272,0.317,1.688,2.125,1
id 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.625,1,1,0.156,0.844,0,0,0,0.07,0.063,0.15,2.313,1.438,1
id 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.467,0.8,1.067,0.071,0.679,0.214,0,0.036,0.345,0.303,0.167,2.733,1.533,1
id 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.4,1,1.733,0.048,0.5,0.202,0.25,0,0.216,0.42,0.2,1.867,2.067,1
id 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.333,0.933,1.933,0.078,0.622,0.144,0.156,0,0.174,0.343,0.46,1.4,1.467,1
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.765,1,0.941,0.578,0.235,0.147,0.02,0.02,0.192,0.482,1.85,1.118,1.588,1
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.8,1,1,0.192,0.231,0.538,0.038,0,0.258,0.467,1.07,1.6,1.733,1
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.8,1,0.933,0.233,0.3,0.167,0.3,0,0.132,0.573,1.917,1.933,1.467,1
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.375,0.938,1,0.188,0.531,0.156,0.125,0,0.227,0.291,1.028,1.813,1.25,1
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.647,0.938,0.412,0.313,0.5,0.188,0,0,0.105,0.432,1.39,2.059,1.353,1
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.533,1,1.067,0.167,0.7,0.1,0.033,0,0.187,0.26,1.55,1.467,0.6,1
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.5,0.75,0,0.385,0.302,0,0.292,0.021,0.424,0.434,0.25,1.375,0.688,1
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.75,1,0.6,0.278,0.222,0,0.478,0.022,0.563,0.694,0.688,1.125,0.875,1
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.467,0.8,0,0.381,0.393,0,0.131,0.095,0.06,0.353,0.806,1.533,1.2,1
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.733,1,0.733,0.5,0.2,0.267,0.033,0,0.422,0.697,0.888,1.467,0.933,1
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.778,1,0.824,0.278,0.556,0.139,0.028,0,0.239,0.3,1.715,1.056,0.889,1
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.667,0.933,0.933,0.067,0.8,0.1,0.033,0,0.277,0.383,1.65,1,0.733,1
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.6,0.867,0.8,0.513,0.359,0.128,0,0,0.13,0.45,0.857,1.933,1.2,1
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.25,0.563,0.625,0.167,0.631,0.06,0.143,0,0.168,0.397,1.56,1.313,0.813,1
568,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.231,0.615,0.769,0.231,0.538,0.154,0.077,0,0.105,0.477,0.886,1.077,0.692,1
570,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.909,1,0.364,0.167,0.758,0,0.045,0.03,0.192,0.159,0.361,0.636,0.455,1
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.529,1,1.353,0.255,0.49,0.137,0.059,0.059,0.246,0.347,0.95,1.588,0.706,1
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.267,0.933,0.6,0.444,0.411,0.144,0,0,0.219,0.617,1.588,1.133,0.133,1
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.214,1,0,0.173,0.66,0,0.122,0.045,0.469,0.277,0.313,1.643,1.357,1
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.4,0.8,0.933,0.167,0.433,0.267,0,0.133,0.147,0.337,0.75,0.933,0.667,1
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.2,0.8,0.857,0.133,0.767,0.1,0,0,0.137,0.22,0.812,1,0.467,1
590,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.333,1,0.5,0,0.417,0.583,0,0,0.446,0.317,0.417,2.333,1.833,1
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.667,0.6,0.667,0.048,0.619,0.226,0.107,0,0.325,0.22,0.95,1.467,0.8,1
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.4,0.667,0.467,0.356,0.589,0.056,0,0,0.154,0.253,1.317,1,0.667,1
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.188,0.75,0.188,0.233,0.767,0,0,0,0.047,0.127,0.75,1.75,1.625,1
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.313,0.813,0.375,0.219,0.563,0.188,0.031,0,0.151,0.363,1.912,1.563,0.688,1
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.75,0.438,1,0.233,0.667,0.033,0,0.067,0.171,0.316,1.764,0.75,0.625,1
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.933,0.533,0.6,0.233,0.733,0.033,0,0,0.137,0.257,0.821,1.267,0.933,1
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.333,0.933,0.8,0.333,0.526,0.038,0.103,0,0.248,0.4,1.436,1.733,0.867,1
619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.267,1,0.143,0.321,0.321,0.143,0.179,0.036,0.134,0.337,1.317,1.933,1.133,1
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.5,1,0.2,0.313,0.406,0.094,0.188,0,0.319,0.538,1.183,0.938,0.813,1
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.267,1,0.933,0.167,0.333,0.367,0.1,0.033,0.409,0.553,0.735,1.4,1.133,1
622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.706,1,0.706,0.3,0.533,0.133,0.033,0,0.561,0.285,0.9,1.176,0.529,1
623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.533,1,0.667,0.033,0.767,0.167,0.033,0,0.328,0.2,0.959,1.067,0.6,1
624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.625,0.625,0.667,0.281,0.719,0,0,0,0.163,0.263,0.813,1.375,0.438,1
635,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.556,1,0.667,0.063,0.625,0.25,0.063,0,0.157,0.272,1.433,0.778,0.667,1
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.4,1,0.467,0.1,0.667,0.167,0.067,0,0.197,0.373,1.364,1.467,0.733,1
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.533,1,0.6,0.233,0.7,0.067,0,0,0.051,0.296,0.643,1.333,0.867,1
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.933,1,0.733,0.033,0.667,0.167,0.1,0.033,0.255,0.28,1.108,1.333,1,1
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.667,0.8,1,0.167,0.667,0.1,0.067,0,0.266,0.283,1.306,0.8,0.467,1
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.688,0.813,1.313,0.125,0.688,0.156,0.031,0,0.166,0.3,1.2,1.063,0.5,1
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.533,0.867,1.933,0.202,0.524,0.274,0,0,0.197,0.353,1.139,1.8,1.133,1
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.875,1,0.688,0.133,0.633,0.233,0,0,0.485,0.338,0.583,1.75,0.875,1
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.667,1,1,0.179,0.643,0.179,0,0,0.17,0.323,1.258,1.467,0.667,1
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.8,0.467,1.6,0.231,0.692,0,0.077,0,0.213,0.51,1.9,1.133,0.8,1
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.667,0.333,0.933,0.289,0.589,0.033,0.089,0,0.4,0.403,1.861,1.667,1,1
668,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.692,0.846,0.846,0.25,0.5,0.25,0,0,0.136,0.338,0.75,0.923,0.846,1
559/569,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.333,1,0,0.528,0.222,0,0.194,0.056,0.401,0.675,0.75,0.667,0.167,1
599,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.818,1,0.273,0.136,0.5,0.045,0.318,0,0.178,0.395,0.543,1.636,1.455,1
600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.75,1,0.625,0.385,0.385,0.031,0.198,0,0.239,0.456,0.55,1.625,1,1
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.643,1,1,0.236,0.611,0,0.111,0.042,0.18,0.286,0.86,1.786,1,1
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.6,0.76,1.02,0.089,0.5,0.178,0.233,0,0.205,0.327,0.533,2.933,2.067,1
616,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.462,0.76,0,0.269,0.282,0.256,0.192,0,0.176,0.619,0.435,1.154,0.846,1
617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.529,1,0.941,0.309,0.368,0.039,0.27,0.015,0.343,0.526,0.821,1.294,1.235,1
618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.875,1,0.625,0.208,0.615,0.094,0.083,0,0.417,0.431,1.062,1.563,1.625,1
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.6,1,0.667,0.228,0.544,0.094,0.117,0.017,0.286,0.57,1.06,2.133,1.267,1
632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.765,0.824,0.118,0.177,0.583,0,0.24,0,0.138,0.241,1.273,1.824,0.882,1
634,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.5,1,1,0.125,0.403,0.236,0.236,0,0.19,0.325,0.475,1.833,1.667,1
646,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.692,0.692,0.385,0.231,0.641,0.064,0.064,0,0.441,0.462,0.625,1.462,1.538,1
648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.625,1,0.188,0,0.906,0,0.094,0,0.297,0.15,0.766,1.438,0.75,1
649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,Shokaliya,Ajm,0.652,1,0.227,0.227,0.705,0,0.068,0,0.193,0.411,1.457,1.565,0.565,1
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.625,1,0.75,0.042,0.823,0,0.135,0,0.249,0.163,0.554,1.688,0.938,1
663,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.75,1,0,0.045,0.773,0,0.182,0,0.225,0.2,0.715,1.167,1.083,1
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.6,0.2,0.467,0.214,0.679,0.107,0,0,0.368,0.303,0.25,1.067,1.133,1
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.619,0.8,0.85,0.458,0.258,0,0.283,0,0.143,0.667,1.771,1.524,0.286,1
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.778,1,0.833,0.222,0.694,0,0.083,0,0.332,0.239,0.553,1,1.111,1
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.833,0.944,0.722,0.157,0.559,0.167,0.118,0,0.226,0.272,0.373,1.944,1.056,1
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.706,1,1.118,0.255,0.5,0.108,0.108,0.029,0.232,0.4,0.843,1.412,0.882,1
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.5,1,0.143,0.143,0.714,0.143,0,0,0.151,0.243,0.158,1,1.071,1
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.933,1,1.733,0.278,0.367,0.289,0.067,0,0.24,0.587,0.26,1.333,0.667,1
693,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.625,1,0.813,0.198,0.698,0.042,0.063,0,0.254,0.341,0.588,1,0.875,1
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.625,0.688,1.188,0.125,0.75,0.125,0,0,0.239,0.422,1.3,1.375,0.438,1
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.625,1,1.063,0.188,0.719,0.094,0,0,0.381,0.419,0.981,0.938,0.25,1
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.467,1,1.333,0.244,0.256,0.344,0.1,0.056,0.259,0.54,0.435,1.2,0.333,1
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.733,1,1.2,0.144,0.544,0.278,0.033,0,0.193,0.397,0.757,1,0.467,1
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.5,1,0.438,0.281,0.5,0.094,0.125,0,0.227,0.416,0.688,1.25,0.188,1
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.6,1,1,0.256,0.522,0.033,0.189,0,0.179,0.44,0.57,1.6,1,1
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.333,0.867,0.786,0.1,0.767,0.033,0.1,0,0.295,0.543,1.443,1.8,2,1
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.786,1,1,0.083,0.619,0.298,0,0,0.322,0.396,0.432,0.929,1.929,1
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.6,1,1,0.022,0.822,0.089,0,0.067,0.206,0.26,0.932,1.267,0.733,1
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.5,0.813,1.125,0.031,0.656,0.281,0,0.031,0.153,0.303,1.257,0.875,0.313,1
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.5,1,1.231,0.038,0.654,0,0.269,0.038,0.334,0.264,0.9,1.429,0.714,1
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.625,1,1.25,0.063,0.938,0,0,0,0.052,0.05,0.688,1.188,1.125,1
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.6,0.8,1,0.311,0.456,0.122,0.111,0,0.186,0.557,0.78,1.333,1.467,1
725,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.8,1,0,0.05,0.7,0,0.25,0,0.547,0.235,0.763,1.2,0.2,1
728,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.385,0.923,1,0.103,0.487,0.218,0.154,0.038,0.19,0.377,0.806,1.538,1,1
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.4,0.867,0.8,0.357,0.393,0.214,0,0.036,0.332,0.56,0.617,1.733,1.133,1
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.75,1,0.313,0.179,0.603,0.218,0,0,0.269,0.375,1.15,1.313,1.063,1
738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.667,0.933,1,0.236,0.528,0.236,0,0,0.169,0.333,1.25,1.867,1.333,1
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.625,0.938,1,0.375,0.344,0.281,0,0,0.209,0.306,0.65,0.938,0.75,1
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.133,0.933,0.933,0.133,0.611,0.144,0.089,0.022,0.243,0.483,1.019,1.467,1.2,1
634A,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.429,1,0.429,0.429,0.357,0,0.143,0.071,0.393,0.543,0.825,0.714,1.143,1
646B,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.5,1,0,0.25,0.75,0,0,0,0.375,0.375,1.12,0.667,0.333,1
647A,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.917,1,0.25,0.292,0.5,0,0.167,0.042,0.33,0.513,0.27,1.333,0.917,1
691X,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.5,1,1,0.369,0.405,0.155,0.071,0,0.267,0.35,1.7,1.625,0.563,1
691Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.75,1,1.813,0.406,0.469,0.125,0,0,0.168,0.388,0.238,0.625,0.625,1
692X,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.769,1,0.769,0.244,0.667,0.026,0.064,0,0.207,0.323,1.225,1.692,0.615,1
692Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.933,1,1.2,0.111,0.578,0.211,0.078,0.022,0.191,0.327,0.721,1.2,0.8,1
738X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.533,0.867,0.4,0.167,0.833,0,0,0,0.239,0.313,0.75,1.467,0.6,1
738Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.333,0.933,0.667,0,0.533,0.467,0,0,0.201,0.44,0.154,1.333,1.133,1
740X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shokaliya,Ajm,0.313,1,0.75,0.375,0.479,0.094,0.052,0,0.203,0.453,0.364,1.188,0.75,1
